column,dataset,id,name,transformation,,
227,pce_index,P1INCG3,Intrastate toll calls,5,,
228,pce_index,P1ITCG3,Interstate toll calls,5,,
229,pce_index,P1DMCG3,"Domestic service, cash",5,,
230,pce_index,P1DMIG3,"Domestic service, in kind",5,,
231,pce_index,P1MSEG3,Moving and storage,5,,
232,pce_index,P1FIPG3,Household insurance premiums,5,,
233,pce_index,P1FIBG3,Less: Household insurance benefits paid,5,,
234,pce_index,P1RCLG3,Rug and furniture cleaning,5,,
235,pce_index,P1EREG3,Electrical repair,5,,
236,pce_index,P1FREG3,Reupholstery and furniture repair,5,,
237,pce_index,P1PSTG3,Postage,5,,
238,pce_index,P1MHOG3,"Household operation services, n.e.c.",5,,
239,pce_index,P1ARPG3,Motor vehicle repair,5,,
240,pce_index,P1RLOG3,"Motor vehicle rental, leasing, and other",5,,
241,pce_index,P1TOLG3,"Bridge, tunnel, ferry, and road tolls",5,,
242,pce_index,P1AING3,Insurance,5,,
243,pce_index,P1IMTG3,Mass transit systems,5,,
244,pce_index,P1TAXG3,Taxicab,5,,
245,pce_index,P1IRRG3,Railway,5,,
246,pce_index,P1IBUG3,Bus,5,,
247,pce_index,P1IAIG3,Airline,5,,
248,pce_index,P1TROG3,Other,5,,
249,pce_index,P1PHYG3,Physicians,5,,
250,pce_index,P1DENG3,Dentists,5,,
251,pce_index,P1OPSG3,Other professional services,5,,
252,pce_index,P1NPHG3,Nonprofit,5,,
253,pce_index,P1FPHG3,Proprietary,5,,
254,pce_index,P1GVHG3,Government,5,,
255,pce_index,P1NRSG3,Nursing homes,5,,
256,pce_index,P1MING3,Medical care and hospitalization,5,,
257,pce_index,P1IING3,Income loss,5,,
258,pce_index,P1PWCG3,Workers' compensation,5,,
259,pce_index,P1MOVG3,Motion picture theaters,5,,
260,pce_index,P1LEGG3,"Legitimate theaters and opera, and entertainments of nonprofit institutions (except athletics)",5,,
261,pce_index,P1SPEG3,Spectator sports,5,,
262,pce_index,P1RTVG3,Radio and television repair,5,,
263,pce_index,P1CLUG3,Clubs and fraternal organizations,5,,
264,pce_index,P1SIGG3,Sightseeing,5,,
265,pce_index,P1FLYG3,Private flying,5,,
266,pce_index,P1BILG3,Bowling and billiards,5,,
267,pce_index,P1CASG3,Casino gambling,5,,
268,pce_index,P1OPAG3,Other comml participant amusements,5,,
269,pce_index,P1PARG3,Pari-mutuel net receipts,5,,
270,pce_index,P1REOG3,Other,5,,
271,pce_index,P1SCLG3,Shoe repair,5,,
272,pce_index,P1DRYG3,Drycleaning,5,,
273,pce_index,P1LGRG3,Laundry and garment repair,5,,
274,pce_index,P1BEAG3,"Beauty shops, including combination",5,,
275,pce_index,P1BARG3,Barber shops,5,,
276,pce_index,P1WCRG3,"Watch, clock, and jewelry repair",5,,
277,pce_index,P1CRPG3,Miscellaneous personal services,5,,
278,pce_index,P1BROG3,Brokerage charges and investment counseling,5,,
279,pce_index,P1BNKG3,"Bank service charges, trust services, and safe deposit box rental",5,,
280,pce_index,P1IMCG3,Commercial banks,5,,
281,pce_index,P1IMNG3,Other financial institutions,5,,
282,pce_index,P1LIFG3,Expense of handling life insurance and pension plans,5,,
283,pce_index,P1GALG3,Legal services,5,,
284,pce_index,P1FUNG3,Funeral and burial expenses,5,,
285,pce_index,P1UNSG3,Labor union expenses,5,,
286,pce_index,P1ASSG3,Profession association expenses,5,,
287,pce_index,P1GENG3,Employment agency fees,5,,
288,pce_index,P1AMOG3,Money orders,5,,
289,pce_index,P1CLAG3,Classified ads,5,,
290,pce_index,P1ACCG3,Tax return preparation services,5,,
291,pce_index,P1THEG3,"Personal business services, n.e.c.",5,,
292,pce_index,P1PEDG3,Private higher education,5,,
293,pce_index,P1GEDG3,Public higher education,5,,
294,pce_index,P1ESCG3,Elementary and secondary schools,5,,
295,pce_index,P1NSCG3,Nursery schools,5,,
296,pce_index,P1VEDG3,Commercial and vocational schools,5,,
297,pce_index,P1REDG3,Foundations and nonprofit research,5,,
298,pce_index,P1POLG3,Political organizations,5,,
299,pce_index,P1MUSG3,Museums and libraries,5,,
300,pce_index,P1FOUG3,Foundations to religion and welfare,5,,
301,pce_index,P1WELG3,Social welfare,5,,
302,pce_index,P1RELG3,Religion,5,,
303,pce_index,P1FTRG3,Foreign travel by U.S. residents,5,,
304,pce_index,P1EXFG3,Less: Expenditures in the United States by nonresidents,5,,
305,pce_index,PPCE,Personal Consumption Expenditures (all items),5,,
306,pce_dollar,Q1REL10,Durable goods,5,,
307,pce_dollar,Q1TDG10,New domestic autos,5,,
308,pce_dollar,Q1NDC10,New foreign autos,5,,
309,pce_dollar,Q1NFC10,Net transactions in used autos,5,,
310,pce_dollar,Q1NET10,Used auto margin,5,,
311,pce_dollar,Q1MAR10,Employee reimbursement,5,,
312,pce_dollar,Q1REE10,"Trucks, new and net used",5,,
313,pce_dollar,Q1TRU10,Recreational vehicles,5,,
314,pce_dollar,Q1REV10,Tires and tubes,5,,
315,pce_dollar,Q1TAT10,Accessories and parts,5,,
316,pce_dollar,Q1PAA10,"Furniture, including mattresses and bedsprings",5,,
317,pce_dollar,Q1FNR10,Major household appliances,5,,
318,pce_dollar,Q1MHA10,Small electric appliances,5,,
319,pce_dollar,Q1SEA10,"China, glassware, tableware, and utensils",5,,
320,pce_dollar,Q1CHN10,"Video and audio goods, including musical instruments, and computer goods",5,,
321,pce_dollar,Q1RAD10,Floor coverings,5,,
322,pce_dollar,Q1FLR10,"Clocks, lamps, and furnishings",5,,
323,pce_dollar,Q1CLF10,"Blinds, rods, and other",5,,
324,pce_dollar,Q1TEX10,Writing equipment,5,,
325,pce_dollar,Q1WTR10,"Tools, hardware, and supplies",5,,
326,pce_dollar,Q1HDW10,Outdoor eqpt and supplies,5,,
327,pce_dollar,Q1LWN10,Ophthalmic products and orthopedic appliances,5,,
328,pce_dollar,Q1OPT10,Guns,5,,
329,pce_dollar,Q1GUN10,Sporting equipment,5,,
330,pce_dollar,Q1SPT10,Photographic equipment,5,,
331,pce_dollar,Q1CAM10,Bicycles,5,,
332,pce_dollar,Q1BCY10,Motorcycles,5,,
333,pce_dollar,Q1MCY10,Pleasure boats,5,,
334,pce_dollar,Q1BOA10,Pleasure aircraft,5,,
335,pce_dollar,Q1AIR10,Jewelry and watches,5,,
336,pce_dollar,Q1JRY10,Books and maps,5,Q1REL10,Durable goods
337,pce_dollar,Q1FTR10,Nondurable goods,5,,
338,pce_dollar,Q1BKS10,Cereals,5,,
339,pce_dollar,Q1TND10,Bakery products,5,,
340,pce_dollar,Q1GRA10,Beef and veal,5,,
341,pce_dollar,Q1BAK10,Pork,5,,
342,pce_dollar,Q1BEE10,Other meats,5,,
343,pce_dollar,Q1POR10,Poultry,5,,
344,pce_dollar,Q1MEA10,Fish and seafood,5,,
345,pce_dollar,Q1POU10,Eggs,5,,
346,pce_dollar,Q1FIS10,Fresh milk and cream,5,,
347,pce_dollar,Q1GGS10,Processed dairy products,5,,
348,pce_dollar,Q1MIL10,Fresh fruits,5,,
349,pce_dollar,Q1DAI10,Fresh vegetables,5,,
350,pce_dollar,Q1FRU10,Processed fruits and vegetables,5,,
351,pce_dollar,Q1VEG10,Juices and nonalcoholic drinks,5,,
352,pce_dollar,Q1PFV10,"Coffee, tea and beverage materials",5,,
353,pce_dollar,Q1JNB10,Fats and oils,5,,
354,pce_dollar,Q1CTM10,Sugar and sweets,5,,
355,pce_dollar,Q1FAT10,Other foods,5,,
356,pce_dollar,Q1SWE10,Pet food,5,,
357,pce_dollar,Q1OFD10,"Beer and ale, at home",5,,
358,pce_dollar,Q1PEF10,"Wine and brandy, at home",5,,
359,pce_dollar,Q1MLT10,"Distilled spirits, at home",5,,
360,pce_dollar,Q1WIN10,Elementary and secondary school lunch,5,,
361,pce_dollar,Q1LIQ10,Higher education school lunch,5,,
362,pce_dollar,Q1ESL10,Other purchased meals,5,,
363,pce_dollar,Q1HSL10,Alcohol in purchased meals,5,,
364,pce_dollar,Q1OPM10,Food supplied civilians,5,,
365,pce_dollar,Q1APM10,Food supplied military,5,,
366,pce_dollar,Q1CFD10,Food produced and consumed on farms,5,,
367,pce_dollar,Q1MFD10,Shoes (12),5,,
368,pce_dollar,Q1FFD10,Clothing for females,5,,
369,pce_dollar,Q1SHU10,Clothing for infants,5,,
370,pce_dollar,Q1WGC10,Sewing goods for females,5,,
371,pce_dollar,Q1WIC10,Luggage for females,5,,
372,pce_dollar,Q1WSG10,Clothing for males,5,,
373,pce_dollar,Q1WUG10,Sewing goods for males,5,,
374,pce_dollar,Q1MBC10,Luggage for males,5,,
375,pce_dollar,Q1MSG10,Standard clothing issued to military personnel (n.d.),5,,
376,pce_dollar,Q1MUG10,Gasoline and other motor fuel,5,,
377,pce_dollar,Q1MIC10,Lubricants,5,,
378,pce_dollar,Q1GAS10,Fuel oil,5,,
379,pce_dollar,Q1LUB10,Liquified petroleum gas and other fuel,5,,
380,pce_dollar,Q1OIL10,Tobacco products,5,,
381,pce_dollar,Q1LPG10,Soap,5,,
382,pce_dollar,Q1TOB10,Cosmetics and perfumes,5,,
383,pce_dollar,Q1SOA10,Other personal hygiene goods,5,,
384,pce_dollar,Q1CSM10,Semidurable house furnishings,5,,
385,pce_dollar,Q1OPH10,Cleaning preparations,5,,
386,pce_dollar,Q1SDH10,Lighting supplies,5,,
387,pce_dollar,Q1CLE10,Paper products,5,,
388,pce_dollar,Q1LIG10,Prescription drugs,5,,
389,pce_dollar,Q1PAP10,Nonprescription drugs,5,,
390,pce_dollar,Q1RXD10,Medical supplies,5,,
391,pce_dollar,Q1NRX10,Gynecological goods,5,,
392,pce_dollar,Q1MDS10,"Toys, dolls, and games",5,,
393,pce_dollar,Q1GYN10,"Sport supplies, including ammunition",5,,
394,pce_dollar,Q1DOL10,Film and photo supplies,5,,
395,pce_dollar,Q1AMM10,Stationery and school supplies,5,,
396,pce_dollar,Q1FLM10,Greeting cards,5,,
397,pce_dollar,Q1STS10,Government expenditures abroad,5,,
398,pce_dollar,Q1GRE10,Other private services,5,,
399,pce_dollar,Q1ART10,Less: Personal remittances in kind to nonresidents,5,,
400,pce_dollar,Q1ARS10,Magazines and sheet music,5,,
401,pce_dollar,Q1REM10,Newspapers,5,,
402,pce_dollar,Q1MGZ10,"Flowers, seeds, and potted plants",5,,
403,pce_dollar,Q1EXF10,Services,5,,
404,pce_dollar,Q1NWP10,Owner occupied mobile homes,5,,
405,pce_dollar,Q1FLO10,Owner occupied stationary homes,5,,
406,pce_dollar,Q1TSS10,Tenant occupied mobile homes,5,,
407,pce_dollar,Q1OMH10,Tenant occupied stationary homes,5,,
408,pce_dollar,Q1OST10,Tenant landlord durables,5,,
409,pce_dollar,Q1TMH10,Rental value of farm dwellings,5,,
410,pce_dollar,Q1TSP10,Hotels and motels,5,,
411,pce_dollar,Q1TLD10,Clubs and fraternity housing,5,,
412,pce_dollar,Q1FAR10,Higher education housing,5,,
413,pce_dollar,Q1HOT10,Elem and second education housing,5,,
414,pce_dollar,Q1HFR10,Tenant group room and board,5,,
415,pce_dollar,Q1HHE10,Tenant group employee lodging,5,,
416,pce_dollar,Q1HES10,Electricity,5,,
417,pce_dollar,Q1TGR10,Gas,5,,
418,pce_dollar,Q1TGL10,Water and sewerage maintenance,5,,
419,pce_dollar,Q1ELC10,Refuse collection,5,,
420,pce_dollar,Q1NGS10,Local and cellular telephone,5,,
421,pce_dollar,Q1WSM10,Intrastate toll calls,5,,
422,pce_dollar,Q1REF10,Interstate toll calls,5,,
423,pce_dollar,Q1LOC10,"Domestic service, cash",5,,
424,pce_dollar,Q1INC10,"Domestic service, in kind",5,,
425,pce_dollar,Q1ITC10,Moving and storage,5,,
426,pce_dollar,Q1DMC10,Household insurance premiums,5,,
427,pce_dollar,Q1DMI10,Less: Household insurance benefits paid,5,,
428,pce_dollar,Q1MSE10,Rug and furniture cleaning,5,,
429,pce_dollar,Q1FIP10,Electrical repair,5,,
430,pce_dollar,Q1FIB10,Reupholstery and furniture repair,5,,
431,pce_dollar,Q1RCL10,Postage,5,,
432,pce_dollar,Q1ERE10,"Household operation services, n.e.c.",5,,
433,pce_dollar,Q1FRE10,Motor vehicle repair,5,,
434,pce_dollar,Q1PST10,"Motor vehicle rental, leasing, and other",5,,
435,pce_dollar,Q1MHO10,"Bridge, tunnel, ferry, and road tolls",5,,
436,pce_dollar,Q1ARP10,Insurance,5,,
437,pce_dollar,Q1RLO10,Mass transit systems,5,,
438,pce_dollar,Q1TOL10,Taxicab,5,,
439,pce_dollar,Q1AIN10,Railway,5,,
440,pce_dollar,Q1IMT10,Bus,5,,
441,pce_dollar,Q1TAX10,Airline,5,,
442,pce_dollar,Q1IRR10,Other,5,,
443,pce_dollar,Q1IBU10,Physicians,5,,
444,pce_dollar,Q1IAI10,Dentists,5,,
445,pce_dollar,Q1TRO10,Other professional services,5,,
446,pce_dollar,Q1PHY10,Nonprofit,5,,
447,pce_dollar,Q1DEN10,Proprietary,5,,
448,pce_dollar,Q1OPS10,Government,5,,
449,pce_dollar,Q1NPH10,Nursing homes,5,,
450,pce_dollar,Q1FPH10,Medical care and hospitalization,5,,
451,pce_dollar,Q1GVH10,Income loss,5,,
452,pce_dollar,Q1NRS10,Workers' compensation,5,,
453,pce_dollar,Q1MIN10,Motion picture theaters,5,,
454,pce_dollar,Q1IIN10,"Legitimate theaters and opera, and entertainments of nonprofit institutions (except athletics)",5,,
455,pce_dollar,Q1PWC10,Spectator sports,5,,
456,pce_dollar,Q1MOV10,Radio and television repair,5,,
457,pce_dollar,Q1LEG10,Clubs and fraternal organizations,5,,
458,pce_dollar,Q1SPE10,Sightseeing,5,,
459,pce_dollar,Q1RTV10,Private flying,5,,
460,pce_dollar,Q1CLU10,Bowling and billiards,5,,
461,pce_dollar,Q1SIG10,Casino gambling,5,,
462,pce_dollar,Q1FLY10,Other comml participant amusements,5,,
463,pce_dollar,Q1BIL10,Pari-mutuel net receipts,5,,
464,pce_dollar,Q1CAS10,Other,5,,
465,pce_dollar,Q1OPA10,Shoe repair,5,,
466,pce_dollar,Q1PAR10,Drycleaning,5,,
467,pce_dollar,Q1REO10,Laundry and garment repair,5,,
468,pce_dollar,Q1SCL10,"Beauty shops, including combination",5,,
469,pce_dollar,Q1DRY10,Barber shops,5,,
470,pce_dollar,Q1LGR10,"Watch, clock, and jewelry repair",5,,
471,pce_dollar,Q1BEA10,Miscellaneous personal services,5,,
472,pce_dollar,Q1BAR10,Brokerage charges and investment counseling,5,,
473,pce_dollar,Q1WCR10,"Bank service charges, trust services, and safe deposit box rental",5,,
474,pce_dollar,Q1CRP10,Commercial banks,5,,
475,pce_dollar,Q1BRO10,Other financial institutions,5,,
476,pce_dollar,Q1BNK10,Expense of handling life insurance and pension plans,5,,
477,pce_dollar,Q1IMC10,Legal services,5,,
478,pce_dollar,Q1IMN10,Funeral and burial expenses,5,,
479,pce_dollar,Q1LIF10,Labor union expenses,5,,
480,pce_dollar,Q1GAL10,Profession association expenses,5,,
481,pce_dollar,Q1FUN10,Employment agency fees,5,,
482,pce_dollar,Q1UNS10,Money orders,5,,
483,pce_dollar,Q1ASS10,Classified ads,5,,
484,pce_dollar,Q1GEN10,Tax return preparation services,5,,
485,pce_dollar,Q1AMO10,"Personal business services, n.e.c.",5,,
486,pce_dollar,Q1CLA10,Private higher education,5,,
487,pce_dollar,Q1ACC10,Public higher education,5,,
488,pce_dollar,Q1THE10,Elementary and secondary schools,5,,
489,pce_dollar,Q1PED10,Nursery schools,5,,
490,pce_dollar,Q1GED10,Commercial and vocational schools,5,,
491,pce_dollar,Q1ESC10,Foundations and nonprofit research,5,,
492,pce_dollar,Q1NSC10,Political organizations,5,,
493,pce_dollar,Q1VED10,Museums and libraries,5,,
494,pce_dollar,Q1RED10,Foundations to religion and welfare,5,,
495,pce_dollar,Q1POL10,Social welfare,5,,
496,pce_dollar,Q1MUS10,Religion,5,,
497,pce_dollar,Q1FOU10,Foreign travel by U.S. residents,5,,
498,pce_dollar,Q1WEL10,Less: Expenditures in the United States by nonresidents,5,,
499,pce_dollar,QPCE,Personal Consumption Expenditures (all items),5,,
